species,character,value,name,type
X. maculatus,character_30,0,Two or more rows of red lateral marks,pigmentation
X. malinche,character_30,0,Two or more rows of red lateral marks,pigmentation
X. meyeri,character_30,0,Two or more rows of red lateral marks,pigmentation
X. milleri,character_30,0,Two or more rows of red lateral marks,pigmentation
X. montezumae,character_30,0,Two or more rows of red lateral marks,pigmentation
X. multilineatus,character_30,0,Two or more rows of red lateral marks,pigmentation
X. nezahualcqyotl,character_30,0,Two or more rows of red lateral marks,pigmentation
X. nigrensis,character_30,0,Two or more rows of red lateral marks,pigmentation
X. pygmaeus,character_30,0,Two or more rows of red lateral marks,pigmentation
X. signum,character_30,0,Two or more rows of red lateral marks,pigmentation
X. variatus,character_30,0,Two or more rows of red lateral marks,pigmentation
X. xiphidium,character_30,0,Two or more rows of red lateral marks,pigmentation
P. reticulata,character_31,NA,Multiplelateralstripes,pigmentation
P. butleri,character_31,NA,Multiplelateralstripes,pigmentation
A. hubberi,character_31,NA,Multiplelateralstripes,pigmentation
P. coompressa,character_31,NA,Multiplelateralstripes,pigmentation
P. intermedia,character_31,NA,Multiplelateralstripes,pigmentation
P. olmaceae,character_31,NA,Multiplelateralstripes,pigmentation
X. alvarezi,character_31,0,Multiplelateralstripes,pigmentation
X. andersi,character_31,0,Multiplelateralstripes,pigmentation
X. birchmanni,character_31,0,Multiplelateralstripes,pigmentation
X. clemenciae,character_31,0,Multiplelateralstripes,pigmentation
X. continens,character_31,1,Multiplelateralstripes,pigmentation
X. cortezi,character_31,0,Multiplelateralstripes,pigmentation
X. couchianus,character_31,0,Multiplelateralstripes,pigmentation
X. evelynae,character_31,2,Multiplelateralstripes,pigmentation
X. gordoni,character_31,0,Multiplelateralstripes,pigmentation
X. helleri,character_31,0,Multiplelateralstripes,pigmentation
X. maculatus,character_31,0,Multiplelateralstripes,pigmentation
X. malinche,character_31,0,Multiplelateralstripes,pigmentation
X. meyeri,character_31,0,Multiplelateralstripes,pigmentation
X. milleri,character_31,0,Multiplelateralstripes,pigmentation
X. montezumae,character_31,2,Multiplelateralstripes,pigmentation
X. multilineatus,character_31,0,Multiplelateralstripes,pigmentation
X. nezahualcqyotl,character_31,2,Multiplelateralstripes,pigmentation
X. nigrensis,character_31,0,Multiplelateralstripes,pigmentation
X. pygmaeus,character_31,0,Multiplelateralstripes,pigmentation
X. signum,character_31,0,Multiplelateralstripes,pigmentation
X. variatus,character_31,2,Multiplelateralstripes,pigmentation
X. xiphidium,character_31,2,Multiplelateralstripes,pigmentation
P. reticulata,character_32,NA,Solidmidlateralstripeatbirth,pigmentation
P. butleri,character_32,NA,Solidmidlateralstripeatbirth,pigmentation
A. hubberi,character_32,NA,Solidmidlateralstripeatbirth,pigmentation
P. coompressa,character_32,NA,Solidmidlateralstripeatbirth,pigmentation
P. intermedia,character_32,NA,Solidmidlateralstripeatbirth,pigmentation
P. olmaceae,character_32,NA,Solidmidlateralstripeatbirth,pigmentation
X. alvarezi,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. andersi,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. birchmanni,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. clemenciae,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. continens,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. cortezi,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. couchianus,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. evelynae,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. gordoni,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. helleri,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. maculatus,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. malinche,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. meyeri,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. milleri,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. montezumae,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. multilineatus,character_32,1,Solidmidlateralstripeatbirth,pigmentation
X. nezahualcqyotl,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. nigrensis,character_32,1,Solidmidlateralstripeatbirth,pigmentation
X. pygmaeus,character_32,1,Solidmidlateralstripeatbirth,pigmentation
X. signum,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. variatus,character_32,0,Solidmidlateralstripeatbirth,pigmentation
X. xiphidium,character_32,0,Solidmidlateralstripeatbirth,pigmentation
P. reticulata,character_33,NA,Vertical bars,pigmentation
P. butleri,character_33,NA,Vertical bars,pigmentation
A. hubberi,character_33,NA,Vertical bars,pigmentation
P. coompressa,character_33,NA,Vertical bars,pigmentation
P. intermedia,character_33,NA,Vertical bars,pigmentation
P. olmaceae,character_33,NA,Vertical bars,pigmentation
X. alvarezi,character_33,0,Vertical bars,pigmentation
X. andersi,character_33,NA,Vertical bars,pigmentation
X. birchmanni,character_33,2,Vertical bars,pigmentation
X. clemenciae,character_33,0,Vertical bars,pigmentation
X. continens,character_33,0,Vertical bars,pigmentation
X. cortezi,character_33,1,Vertical bars,pigmentation
X. couchianus,character_33,1,Vertical bars,pigmentation
X. evelynae,character_33,1,Vertical bars,pigmentation
X. gordoni,character_33,1,Vertical bars,pigmentation
X. helleri,character_33,1,Vertical bars,pigmentation
X. maculatus,character_33,1,Vertical bars,pigmentation
X. malinche,character_33,2,Vertical bars,pigmentation
X. meyeri,character_33,NA,Vertical bars,pigmentation
X. milleri,character_33,1,Vertical bars,pigmentation
X. montezumae,character_33,1,Vertical bars,pigmentation
X. multilineatus,character_33,1,Vertical bars,pigmentation
X. nezahualcqyotl,character_33,1,Vertical bars,pigmentation
X. nigrensis,character_33,0,Vertical bars,pigmentation
X. pygmaeus,character_33,0,Vertical bars,pigmentation
X. signum,character_33,0,Vertical bars,pigmentation
X. variatus,character_33,1,Vertical bars,pigmentation
X. xiphidium,character_33,1,Vertical bars,pigmentation
P. reticulata,character_34,NA,Bodybicolored,pigmentation
P. butleri,character_34,NA,Bodybicolored,pigmentation
A. hubberi,character_34,NA,Bodybicolored,pigmentation
P. coompressa,character_34,NA,Bodybicolored,pigmentation
P. intermedia,character_34,NA,Bodybicolored,pigmentation
P. olmaceae,character_34,NA,Bodybicolored,pigmentation
X. alvarezi,character_34,0,Bodybicolored,pigmentation
X. andersi,character_34,0,Bodybicolored,pigmentation
X. birchmanni,character_34,0,Bodybicolored,pigmentation
X. clemenciae,character_34,0,Bodybicolored,pigmentation
X. continens,character_34,0,Bodybicolored,pigmentation
X. cortezi,character_34,0,Bodybicolored,pigmentation
X. couchianus,character_34,1,Bodybicolored,pigmentation
X. evelynae,character_34,0,Bodybicolored,pigmentation
X. gordoni,character_34,2,Bodybicolored,pigmentation
X. helleri,character_34,0,Bodybicolored,pigmentation
X. maculatus,character_34,0,Bodybicolored,pigmentation
X. malinche,character_34,0,Bodybicolored,pigmentation
X. meyeri,character_34,1,Bodybicolored,pigmentation
X. milleri,character_34,0,Bodybicolored,pigmentation
X. montezumae,character_34,0,Bodybicolored,pigmentation
X. multilineatus,character_34,0,Bodybicolored,pigmentation
X. nezahualcqyotl,character_34,0,Bodybicolored,pigmentation
X. nigrensis,character_34,0,Bodybicolored,pigmentation
X. pygmaeus,character_34,0,Bodybicolored,pigmentation
X. signum,character_34,0,Bodybicolored,pigmentation
X. variatus,character_34,0,Bodybicolored,pigmentation
X. xiphidium,character_34,0,Bodybicolored,pigmentation
P. reticulata,character_35,NA,Dark subdermal dashes of pigment.,pigmentation
P. butleri,character_35,NA,Dark subdermal dashes of pigment.,pigmentation
A. hubberi,character_35,NA,Dark subdermal dashes of pigment.,pigmentation
P. coompressa,character_35,NA,Dark subdermal dashes of pigment.,pigmentation
P. intermedia,character_35,NA,Dark subdermal dashes of pigment.,pigmentation
P. olmaceae,character_35,NA,Dark subdermal dashes of pigment.,pigmentation
X. alvarezi,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. andersi,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. birchmanni,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. clemenciae,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. continens,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. cortezi,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. couchianus,character_35,1,Dark subdermal dashes of pigment.,pigmentation
X. evelynae,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. gordoni,character_35,1,Dark subdermal dashes of pigment.,pigmentation
X. helleri,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. maculatus,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. malinche,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. meyeri,character_35,2,Dark subdermal dashes of pigment.,pigmentation
X. milleri,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. montezumae,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. multilineatus,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. nezahualcqyotl,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. nigrensis,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. pygmaeus,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. signum,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. variatus,character_35,0,Dark subdermal dashes of pigment.,pigmentation
X. xiphidium,character_35,0,Dark subdermal dashes of pigment.,pigmentation
P. reticulata,character_36,NA,Twoormoreobliquelinesbehindpectoralbase,pigmentation
P. butleri,character_36,NA,Twoormoreobliquelinesbehindpectoralbase,pigmentation
A. hubberi,character_36,NA,Twoormoreobliquelinesbehindpectoralbase,pigmentation
P. coompressa,character_36,NA,Twoormoreobliquelinesbehindpectoralbase,pigmentation
P. intermedia,character_36,NA,Twoormoreobliquelinesbehindpectoralbase,pigmentation
P. olmaceae,character_36,NA,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. alvarezi,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. andersi,character_36,NA,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. birchmanni,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. clemenciae,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. continens,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. cortezi,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. couchianus,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. evelynae,character_36,1,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. gordoni,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. helleri,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. maculatus,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. malinche,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. meyeri,character_36,NA,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. milleri,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. montezumae,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. multilineatus,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. nezahualcqyotl,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. nigrensis,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. pygmaeus,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. signum,character_36,0,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. variatus,character_36,1,Twoormoreobliquelinesbehindpectoralbase,pigmentation
X. xiphidium,character_36,1,Twoormoreobliquelinesbehindpectoralbase,pigmentation
P. reticulata,character_37,NA,Middorsal spots.,pigmentation
P. butleri,character_37,NA,Middorsal spots.,pigmentation
A. hubberi,character_37,NA,Middorsal spots.,pigmentation
P. coompressa,character_37,NA,Middorsal spots.,pigmentation
P. intermedia,character_37,NA,Middorsal spots.,pigmentation
P. olmaceae,character_37,NA,Middorsal spots.,pigmentation
X. alvarezi,character_37,0,Middorsal spots.,pigmentation
X. andersi,character_37,0,Middorsal spots.,pigmentation
X. birchmanni,character_37,1,Middorsal spots.,pigmentation
X. clemenciae,character_37,0,Middorsal spots.,pigmentation
X. continens,character_37,0,Middorsal spots.,pigmentation
X. cortezi,character_37,0,Middorsal spots.,pigmentation
X. couchianus,character_37,0,Middorsal spots.,pigmentation
X. evelynae,character_37,0,Middorsal spots.,pigmentation
X. gordoni,character_37,0,Middorsal spots.,pigmentation
X. helleri,character_37,0,Middorsal spots.,pigmentation
X. maculatus,character_37,0,Middorsal spots.,pigmentation
X. malinche,character_37,1,Middorsal spots.,pigmentation
X. meyeri,character_37,0,Middorsal spots.,pigmentation
X. milleri,character_37,0,Middorsal spots.,pigmentation
X. montezumae,character_37,0,Middorsal spots.,pigmentation
X. multilineatus,character_37,0,Middorsal spots.,pigmentation
X. nezahualcqyotl,character_37,0,Middorsal spots.,pigmentation
X. nigrensis,character_37,0,Middorsal spots.,pigmentation
X. pygmaeus,character_37,0,Middorsal spots.,pigmentation
X. signum,character_37,0,Middorsal spots.,pigmentation
X. variatus,character_37,0,Middorsal spots.,pigmentation
X. xiphidium,character_37,0,Middorsal spots.,pigmentation
P. reticulata,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
P. butleri,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
A. hubberi,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
P. coompressa,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
P. intermedia,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
P. olmaceae,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. alvarezi,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. andersi,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. birchmanni,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. clemenciae,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. continens,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. cortezi,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. couchianus,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. evelynae,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. gordoni,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. helleri,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. maculatus,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. malinche,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. meyeri,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. milleri,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. montezumae,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. multilineatus,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. nezahualcqyotl,character_38,NA,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. nigrensis,character_38,1,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. pygmaeus,character_38,1,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. signum,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. variatus,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
X. xiphidium,character_38,0,Dorsal fin with dark marginal pigment and a sub- basal row of dark spots on the interradial membrane,pigmentation
P. reticulata,character_39,NA,Black or darkly pigmented gonopodium,pigmentation
P. butleri,character_39,NA,Black or darkly pigmented gonopodium,pigmentation
A. hubberi,character_39,NA,Black or darkly pigmented gonopodium,pigmentation
P. coompressa,character_39,NA,Black or darkly pigmented gonopodium,pigmentation
P. intermedia,character_39,NA,Black or darkly pigmented gonopodium,pigmentation
P. olmaceae,character_39,NA,Black or darkly pigmented gonopodium,pigmentation
X. alvarezi,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. andersi,character_39,NA,Black or darkly pigmented gonopodium,pigmentation
X. birchmanni,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. clemenciae,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. continens,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. cortezi,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. couchianus,character_39,1,Black or darkly pigmented gonopodium,pigmentation
X. evelynae,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. gordoni,character_39,1,Black or darkly pigmented gonopodium,pigmentation
X. helleri,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. maculatus,character_39,1,Black or darkly pigmented gonopodium,pigmentation
X. malinche,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. meyeri,character_39,1,Black or darkly pigmented gonopodium,pigmentation
X. milleri,character_39,1,Black or darkly pigmented gonopodium,pigmentation
X. montezumae,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. multilineatus,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. nezahualcqyotl,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. nigrensis,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. pygmaeus,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. signum,character_39,0,Black or darkly pigmented gonopodium,pigmentation
X. variatus,character_39,1,Black or darkly pigmented gonopodium,pigmentation
X. xiphidium,character_39,1,Black or darkly pigmented gonopodium,pigmentation
P. reticulata,character_40,0,Caudal blotch,pigmentation
P. butleri,character_40,0,Caudal blotch,pigmentation
A. hubberi,character_40,0,Caudal blotch,pigmentation
P. coompressa,character_40,0,Caudal blotch,pigmentation
P. intermedia,character_40,0,Caudal blotch,pigmentation
P. olmaceae,character_40,0,Caudal blotch,pigmentation
X. alvarezi,character_40,0,Caudal blotch,pigmentation
X. andersi,character_40,0,Caudal blotch,pigmentation
X. birchmanni,character_40,0,Caudal blotch,pigmentation
X. clemenciae,character_40,0,Caudal blotch,pigmentation
X. continens,character_40,0,Caudal blotch,pigmentation
X. cortezi,character_40,1,Caudal blotch,pigmentation
X. couchianus,character_40,0,Caudal blotch,pigmentation
X. evelynae,character_40,0,Caudal blotch,pigmentation
X. gordoni,character_40,0,Caudal blotch,pigmentation
X. helleri,character_40,0,Caudal blotch,pigmentation
X. maculatus,character_40,0,Caudal blotch,pigmentation
X. malinche,character_40,1,Caudal blotch,pigmentation
X. meyeri,character_40,0,Caudal blotch,pigmentation
X. milleri,character_40,0,Caudal blotch,pigmentation
X. montezumae,character_40,0,Caudal blotch,pigmentation
X. multilineatus,character_40,1,Caudal blotch,pigmentation
X. nezahualcqyotl,character_40,1,Caudal blotch,pigmentation
X. nigrensis,character_40,1,Caudal blotch,pigmentation
X. pygmaeus,character_40,0,Caudal blotch,pigmentation
X. signum,character_40,0,Caudal blotch,pigmentation
X. variatus,character_40,0,Caudal blotch,pigmentation
X. xiphidium,character_40,0,Caudal blotch,pigmentation
P. reticulata,character_41,NA,Spotted caudal,pigmentation
P. butleri,character_41,NA,Spotted caudal,pigmentation
A. hubberi,character_41,NA,Spotted caudal,pigmentation
P. coompressa,character_41,NA,Spotted caudal,pigmentation
P. intermedia,character_41,NA,Spotted caudal,pigmentation
P. olmaceae,character_41,NA,Spotted caudal,pigmentation
X. alvarezi,character_41,0,Spotted caudal,pigmentation
X. andersi,character_41,0,Spotted caudal,pigmentation
X. birchmanni,character_41,1,Spotted caudal,pigmentation
X. clemenciae,character_41,0,Spotted caudal,pigmentation
X. continens,character_41,0,Spotted caudal,pigmentation
X. cortezi,character_41,1,Spotted caudal,pigmentation
X. couchianus,character_41,0,Spotted caudal,pigmentation
X. evelynae,character_41,0,Spotted caudal,pigmentation
X. gordoni,character_41,0,Spotted caudal,pigmentation
X. helleri,character_41,0,Spotted caudal,pigmentation
X. maculatus,character_41,0,Spotted caudal,pigmentation
X. malinche,character_41,NA,Spotted caudal,pigmentation
X. meyeri,character_41,0,Spotted caudal,pigmentation
X. milleri,character_41,0,Spotted caudal,pigmentation
X. montezumae,character_41,0,Spotted caudal,pigmentation
X. multilineatus,character_41,0,Spotted caudal,pigmentation
X. nezahualcqyotl,character_41,0,Spotted caudal,pigmentation
X. nigrensis,character_41,0,Spotted caudal,pigmentation
X. pygmaeus,character_41,0,Spotted caudal,pigmentation
X. signum,character_41,0,Spotted caudal,pigmentation
X. variatus,character_41,2,Spotted caudal,pigmentation
X. xiphidium,character_41,0,Spotted caudal,pigmentation
P. reticulata,character_42,NA,Carbomac- ulatus,pigmentation
P. butleri,character_42,NA,Carbomac- ulatus,pigmentation
A. hubberi,character_42,NA,Carbomac- ulatus,pigmentation
P. coompressa,character_42,NA,Carbomac- ulatus,pigmentation
P. intermedia,character_42,NA,Carbomac- ulatus,pigmentation
P. olmaceae,character_42,NA,Carbomac- ulatus,pigmentation
X. alvarezi,character_42,0,Carbomac- ulatus,pigmentation
X. andersi,character_42,0,Carbomac- ulatus,pigmentation
X. birchmanni,character_42,1,Carbomac- ulatus,pigmentation
X. clemenciae,character_42,0,Carbomac- ulatus,pigmentation
X. continens,character_42,0,Carbomac- ulatus,pigmentation
X. cortezi,character_42,1,Carbomac- ulatus,pigmentation
X. couchianus,character_42,0,Carbomac- ulatus,pigmentation
X. evelynae,character_42,0,Carbomac- ulatus,pigmentation
X. gordoni,character_42,0,Carbomac- ulatus,pigmentation
X. helleri,character_42,0,Carbomac- ulatus,pigmentation
X. maculatus,character_42,0,Carbomac- ulatus,pigmentation
X. malinche,character_42,NA,Carbomac- ulatus,pigmentation
X. meyeri,character_42,0,Carbomac- ulatus,pigmentation
X. milleri,character_42,0,Carbomac- ulatus,pigmentation
X. montezumae,character_42,0,Carbomac- ulatus,pigmentation
X. multilineatus,character_42,0,Carbomac- ulatus,pigmentation
X. nezahualcqyotl,character_42,0,Carbomac- ulatus,pigmentation
X. nigrensis,character_42,0,Carbomac- ulatus,pigmentation
X. pygmaeus,character_42,0,Carbomac- ulatus,pigmentation
X. signum,character_42,0,Carbomac- ulatus,pigmentation
X. variatus,character_42,0,Carbomac- ulatus,pigmentation
X. xiphidium,character_42,0,Carbomac- ulatus,pigmentation
P. reticulata,character_43,NA,Alleles at the tailspot locus.,pigmentation
P. butleri,character_43,NA,Alleles at the tailspot locus.,pigmentation
A. hubberi,character_43,NA,Alleles at the tailspot locus.,pigmentation
P. coompressa,character_43,NA,Alleles at the tailspot locus.,pigmentation
P. intermedia,character_43,NA,Alleles at the tailspot locus.,pigmentation
P. olmaceae,character_43,NA,Alleles at the tailspot locus.,pigmentation
X. alvarezi,character_43,0,Alleles at the tailspot locus.,pigmentation
X. andersi,character_43,NA,Alleles at the tailspot locus.,pigmentation
X. birchmanni,character_43,NA,Alleles at the tailspot locus.,pigmentation
X. clemenciae,character_43,0,Alleles at the tailspot locus.,pigmentation
X. continens,character_43,NA,Alleles at the tailspot locus.,pigmentation
X. cortezi,character_43,0,Alleles at the tailspot locus.,pigmentation
X. couchianus,character_43,0,Alleles at the tailspot locus.,pigmentation
X. evelynae,character_43,0,Alleles at the tailspot locus.,pigmentation
X. gordoni,character_43,0,Alleles at the tailspot locus.,pigmentation
X. helleri,character_43,0,Alleles at the tailspot locus.,pigmentation
X. maculatus,character_43,2,Alleles at the tailspot locus.,pigmentation
X. malinche,character_43,NA,Alleles at the tailspot locus.,pigmentation
X. meyeri,character_43,NA,Alleles at the tailspot locus.,pigmentation
X. milleri,character_43,1,Alleles at the tailspot locus.,pigmentation
X. montezumae,character_43,0,Alleles at the tailspot locus.,pigmentation
X. multilineatus,character_43,NA,Alleles at the tailspot locus.,pigmentation
X. nezahualcqyotl,character_43,NA,Alleles at the tailspot locus.,pigmentation
X. nigrensis,character_43,0,Alleles at the tailspot locus.,pigmentation
X. pygmaeus,character_43,0,Alleles at the tailspot locus.,pigmentation
X. signum,character_43,0,Alleles at the tailspot locus.,pigmentation
X. variatus,character_43,3,Alleles at the tailspot locus.,pigmentation
X. xiphidium,character_43,4,Alleles at the tailspot locus.,pigmentation
P. reticulata,character_44,NA,ex-linked macromelanophore locus.,pigmentation
P. butleri,character_44,NA,ex-linked macromelanophore locus.,pigmentation
A. hubberi,character_44,NA,ex-linked macromelanophore locus.,pigmentation
P. coompressa,character_44,NA,ex-linked macromelanophore locus.,pigmentation
P. intermedia,character_44,NA,ex-linked macromelanophore locus.,pigmentation
P. olmaceae,character_44,NA,ex-linked macromelanophore locus.,pigmentation
X. alvarezi,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. andersi,character_44,NA,ex-linked macromelanophore locus.,pigmentation
X. birchmanni,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. clemenciae,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. continens,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. cortezi,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. couchianus,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. evelynae,character_44,1,ex-linked macromelanophore locus.,pigmentation
X. gordoni,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. helleri,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. maculatus,character_44,1,ex-linked macromelanophore locus.,pigmentation
X. malinche,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. meyeri,character_44,NA,ex-linked macromelanophore locus.,pigmentation
X. milleri,character_44,1,ex-linked macromelanophore locus.,pigmentation
X. montezumae,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. multilineatus,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. nezahualcqyotl,character_44,1,ex-linked macromelanophore locus.,pigmentation
X. nigrensis,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. pygmaeus,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. signum,character_44,0,ex-linked macromelanophore locus.,pigmentation
X. variatus,character_44,1,ex-linked macromelanophore locus.,pigmentation
X. xiphidium,character_44,1,ex-linked macromelanophore locus.,pigmentation
P. reticulata,character_45,NA,Well-developed precopulatory behavior,behavior
P. butleri,character_45,NA,Well-developed precopulatory behavior,behavior
A. hubberi,character_45,NA,Well-developed precopulatory behavior,behavior
P. coompressa,character_45,NA,Well-developed precopulatory behavior,behavior
P. intermedia,character_45,NA,Well-developed precopulatory behavior,behavior
P. olmaceae,character_45,NA,Well-developed precopulatory behavior,behavior
X. alvarezi,character_45,1,Well-developed precopulatory behavior,behavior
X. andersi,character_45,1,Well-developed precopulatory behavior,behavior
X. birchmanni,character_45,NA,Well-developed precopulatory behavior,behavior
X. clemenciae,character_45,1,Well-developed precopulatory behavior,behavior
X. continens,character_45,NA,Well-developed precopulatory behavior,behavior
X. cortezi,character_45,1,Well-developed precopulatory behavior,behavior
X. couchianus,character_45,1,Well-developed precopulatory behavior,behavior
